open,high,low,close,date,average,return
13225.48,13241.53,13046.79,13113.66,2023-05-02,13144.16,0.08799184181599048
13123.1,13231.71,13026.04,13030.21,2023-05-03,13128.88,0.08672705841842464
13014.07,13064.02,12938.45,12982.48,2023-05-04,13001.24,0.07616181281205707
13070.7,13291.11,13059.91,13259.13,2023-05-05,13175.51,0.09058679989934702
13247.09,13302.43,13193.08,13291.64,2023-05-08,13247.76,0.09656720568953867
13228.64,13254.81,13193.88,13201.11,2023-05-09,13224.34,0.09462864370190838
13308.41,13384.42,13204.79,13347.83,2023-05-10,13294.6,0.10044432966479924
13376.85,13411.7,13306.08,13389.78,2023-05-11,13358.89,0.10576585614578769
13407.02,13427.42,13256.56,13340.18,2023-05-12,13341.99,0.10436697922046953
13352.26,13419.81,13297.85,13413.51,2023-05-15,13358.83,0.10576088971883393
13385.37,13498.44,13384.77,13426.01,2023-05-16,13441.6,0.11261207570159054
13474.52,13608.33,13419.35,13589.26,2023-05-17,13513.84,0.11859165375395653
13608.95,13844.76,13606.81,13834.62,2023-05-18,13725.78,0.13613472923040246
13842.69,13874.42,13763.9,13803.49,2023-05-19,13819.16,0.14386414504615458
13805.33,13893.71,13792.97,13849.74,2023-05-22,13843.34,0.1458656151085329
13773.68,13827.1,13662.91,13672.54,2023-05-23,13745.0,0.13772564133126722
13589.02,13655.73,13520.92,13604.48,2023-05-24,13588.32,0.12475664507926408
13920.89,13986.87,13812.18,13938.53,2023-05-25,13899.53,0.15051667395075952
13990.55,14329.49,13982.16,14298.41,2023-05-26,14155.82,0.1717307666838835
14465.59,14520.17,14301.08,14354.99,2023-05-30,14410.62,0.1928215264809885
14293.56,14375.38,14216.16,14254.09,2023-05-31,14295.77,0.18331495755360425
14269.09,14493.31,14219.94,14441.51,2023-06-01,14356.62,0.1883517422225754
14517.08,14595.81,14442.15,14546.64,2023-06-02,14518.98,0.20179089355953742
14550.13,14662.95,14516.88,14556.5,2023-06-05,14589.92,0.2076628656945713
14526.1,14593.5,14476.99,14558.09,2023-06-06,14535.24,0.20313679526401515
14573.27,14647.91,14283.88,14303.29,2023-06-07,14465.9,0.19739726118108245
14319.24,14503.31,14314.69,14484.54,2023-06-08,14409.0,0.19268743295323604
14574.24,14672.85,14487.48,14528.36,2023-06-09,14580.16,0.20685499357675438
14617.35,14789.6,14571.36,14784.3,2023-06-12,14680.48,0.2151588594434952
14911.26,14931.83,14770.14,14900.85,2023-06-13,14850.98,0.2292717893705218
14894.1,15017.1,14784.62,15005.69,2023-06-14,14900.86,0.2334005456447746
14949.7,15246.62,14930.12,15185.48,2023-06-15,15088.37,0.24892145761320142
15272.65,15284.65,15073.45,15083.92,2023-06-16,15179.05,0.2564273842160328
15036.48,15127.42,14946.72,15070.15,2023-06-20,15037.07,0.24467516256770885
15019.01,15038.9,14826.02,14867.45,2023-06-21,14932.46,0.2360161971737718
14797.89,15044.22,14794.95,15042.32,2023-06-22,14919.58,0.2349500708543578
14879.23,14983.73,14821.81,14891.48,2023-06-23,14902.77,0.23355864356947034
14866.66,14982.82,14687.02,14689.02,2023-06-26,14834.92,0.22794244242255676
14751.57,14972.31,14726.75,14945.91,2023-06-27,14849.53,0.22915176738580526
14876.25,15051.08,14865.81,14964.57,2023-06-28,14958.44,0.23816666004476403
14965.55,14986.89,14876.94,14939.95,2023-06-29,14931.92,0.23597149933118777
15085.24,15213.75,15081.57,15179.21,2023-06-30,15147.66,0.2538291151813738
15190.54,15232.96,15153.6,15208.69,2023-07-03,15193.28,0.25760525514190735
15165.36,15275.18,15162.66,15203.78,2023-07-05,15218.92,0.2597275749268279
15054.1,15106.45,14969.14,15089.45,2023-07-06,15037.8,0.24473558742897994
15070.5,15210.63,15032.56,15036.85,2023-07-07,15121.6,0.2516720304077767
15031.95,15066.44,14924.64,15045.64,2023-07-10,14995.54,0.241237567377859
15068.13,15135.29,14974.16,15119.06,2023-07-11,15054.72,0.2461361198299494
15279.35,15364.09,15209.71,15307.23,2023-07-12,15286.9,0.2653545366654746
15432.48,15602.74,15420.71,15571.98,2023-07-13,15511.72,0.28396373846133455
15610.0,15720.06,15531.0,15565.6,2023-07-14,15625.53,0.29338422265485314
15608.28,15745.67,15576.51,15713.28,2023-07-17,15661.09,0.2963276583628007
15671.72,15895.68,15607.71,15841.35,2023-07-18,15751.7,0.30382779080085287
15888.16,15932.05,15781.96,15826.35,2023-07-19,15857.0,0.3125438701047584
15717.67,15771.84,15429.87,15466.09,2023-07-20,15600.86,0.29134219343901885
15554.95,15600.54,15410.57,15425.67,2023-07-21,15505.56,0.28345385196074524
15475.15,15504.67,15374.66,15448.02,2023-07-24,15439.66,0.27799905968982996
15483.06,15622.69,15482.04,15561.42,2023-07-25,15552.37,0.287328492722529
15514.04,15571.16,15411.91,15499.26,2023-07-26,15491.54,0.2822933635292092
15734.03,15795.51,15416.05,15464.93,2023-07-27,15605.78,0.29174944044922985
15630.17,15788.48,15617.75,15750.93,2023-07-28,15703.12,0.29980664044393235
15774.3,15803.55,15702.74,15757.0,2023-07-31,15753.14,0.30394698504774376
15696.98,15748.43,15636.57,15718.01,2023-08-01,15692.5,0.298927582873111
15561.15,15561.36,15321.44,15370.74,2023-08-02,15441.4,0.27814308607148996
15287.77,15436.59,15270.72,15353.54,2023-08-03,15353.66,0.27088051438939426
15420.74,15523.31,15258.69,15274.92,2023-08-04,15391.0,0.2739712874303044
15355.62,15410.85,15258.92,15407.85,2023-08-07,15334.88,0.2693260227528572
15279.41,15295.8,15148.25,15273.05,2023-08-08,15222.02,0.2599841736527739
15286.99,15288.76,15077.91,15101.71,2023-08-09,15183.34,0.25678248374322904
15217.29,15366.29,15072.49,15128.84,2023-08-10,15219.39,0.25976647860463253
15010.52,15102.53,14973.67,15028.07,2023-08-11,15038.1,0.244760419563749
14988.42,15206.26,14972.01,15205.59,2023-08-14,15089.14,0.24898519342577496
15172.08,15192.88,15014.36,15037.65,2023-08-15,15103.62,0.2501837577972903
15021.63,15077.05,14874.02,14876.47,2023-08-16,14975.54,0.23958209172659486
14943.34,14949.58,14698.29,14715.81,2023-08-17,14823.94,0.2270335862900128
14589.71,14744.57,14557.83,14694.84,2023-08-18,14651.2,0.2127352430900446
14762.01,14958.87,14739.37,14936.69,2023-08-21,14849.12,0.22911783013495435
15035.07,15037.79,14883.98,14908.96,2023-08-22,14960.88,0.23836862807421813
14947.58,15188.86,14947.58,15148.06,2023-08-23,15068.22,0.2472535658945527
15278.93,15279.24,14814.83,14816.44,2023-08-24,15047.04,0.24550041717986412
14858.93,15001.29,14715.36,14941.83,2023-08-25,14858.32,0.22987934893453577
15035.48,15086.23,14948.92,15052.46,2023-08-28,15017.58,0.243061901545552
15043.02,15391.56,15034.54,15376.55,2023-08-29,15213.05,0.2592416928231818
15386.67,15484.83,15341.94,15462.43,2023-08-30,15413.38,0.2758237646840689
15475.43,15575.01,15466.41,15501.07,2023-08-31,15520.71,0.2847078747665778
15600.95,15618.85,15429.36,15490.86,2023-09-01,15524.1,0.28498847788946713
15460.52,15556.85,15419.96,15508.24,2023-09-05,15488.4,0.2820334538519606
15467.32,15487.0,15289.48,15371.44,2023-09-06,15388.24,0.2737428317904299
15174.22,15288.2,15138.73,15258.52,2023-09-07,15213.46,0.2592756300740327
15265.57,15374.22,15244.06,15280.23,2023-09-08,15309.14,0.2671954255896803
15409.77,15482.84,15328.35,15461.87,2023-09-11,15405.6,0.27517978465572723
15390.59,15447.85,15278.88,15289.74,2023-09-12,15363.36,0.2716834200802574
15293.27,15414.61,15256.6,15348.53,2023-09-13,15335.6,0.26938561987630283
15433.01,15512.82,15337.18,15473.89,2023-09-14,15425.0,0.2767855960374534
15425.95,15435.45,15173.71,15202.4,2023-09-15,15304.58,0.2668179771411921
15161.17,15268.96,15155.46,15225.37,2023-09-18,15212.21,0.2591721628458287
15152.53,15219.92,15069.41,15191.23,2023-09-19,15144.66,0.2535807938336842
15225.34,15245.19,14967.6,14969.92,2023-09-20,15106.4,0.2504138689128159
14813.48,14849.25,14691.69,14694.24,2023-09-21,14770.47,0.22260767213635807
14756.62,14855.92,14686.84,14701.1,2023-09-22,14771.38,0.22268299627849059
14716.53,14716.53,14716.53,14716.53,2023-09-23,14716.53,0.21814285430489885
14662.69,14771.12,14615.45,14768.9,2023-09-25,14693.28,0.21621836386030432
14668.45,14678.48,14505.68,14545.83,2023-09-26,14592.08,0.20784165706490781
14600.14,14657.21,14432.6,14580.16,2023-09-27,14544.9,0.20393639000357572
14530.96,14787.58,14510.17,14702.77,2023-09-28,14648.88,0.21254320791449785
14853.35,14901.85,14664.78,14715.24,2023-09-29,14783.32,0.2236713152422953
14717.9,14892.18,14701.52,14837.57,2023-10-02,14796.85,0.22479124452037555
14744.05,14819.87,14504.14,14565.62,2023-10-03,14662.0,0.2136291999417272
14613.23,14803.04,14592.56,14776.25,2023-10-04,14697.8,0.2165925013574899
14769.55,14784.69,14584.39,14723.22,2023-10-05,14684.54,0.21549492100070192
14622.23,15021.38,14575.95,14973.24,2023-10-06,14798.66,0.2249410650668149
14871.57,15070.64,14816.32,15047.15,2023-10-09,14943.48,0.23692836425761837
15074.04,15241.94,15050.54,15131.52,2023-10-10,15146.24,0.25371157641013403
15194.53,15248.22,15119.62,15241.12,2023-10-11,15183.92,0.2568304925371157
15264.11,15333.98,15090.69,15184.1,2023-10-12,15212.34,0.259182923437562
15225.73,15232.37,14943.42,14995.12,2023-10-13,15087.9,0.2488825539353966
14997.41,15084.51,14997.41,15084.51,2023-10-14,15040.96,0.24499715258187968
15054.48,15209.5,15047.27,15172.73,2023-10-16,15128.38,0.2522332366535551
15009.26,15187.06,14932.77,15122.01,2023-10-17,15059.92,0.24656654349927815
15022.28,15103.87,14865.81,14909.26,2023-10-18,14984.84,0.24035188790443263
14981.13,15023.91,14749.3,14783.13,2023-10-19,14886.6,0.23222019150542328
14752.59,14781.22,14552.12,14560.88,2023-10-20,14666.67,0.21401575350629737
14514.11,14746.37,14419.06,14604.85,2023-10-23,14582.72,0.20706689446011614
14678.41,14774.16,14610.33,14745.85,2023-10-24,14692.24,0.2161322791264385
14642.08,14643.69,14362.24,14381.64,2023-10-25,14502.96,0.20046485756287483
14314.01,14372.51,14058.33,14109.57,2023-10-26,14215.42,0.17666408412465062
14245.75,14321.04,14130.37,14180.42,2023-10-27,14225.71,0.17751582634722593
14283.98,14388.2,14225.86,14335.51,2023-10-30,14307.03,0.18424699034526598
14340.86,14420.44,14232.4,14409.78,2023-10-31,14326.42,0.1858519739891665
14453.68,14677.86,14441.89,14664.91,2023-11-01,14559.88,0.20517634126637252
14856.95,14930.76,14792.81,14919.55,2023-11-02,14861.78,0.23016574622220454
14985.12,15149.78,14965.29,15099.49,2023-11-03,15057.54,0.24636954189677776
15137.16,15180.19,15064.91,15154.93,2023-11-06,15122.55,0.25175066550121167
15201.77,15335.44,15153.31,15296.02,2023-11-07,15244.38,0.26183499543088706
15313.9,15343.19,15220.88,15313.24,2023-11-08,15282.04,0.2649522560822175
15351.12,15382.11,15171.32,15187.9,2023-11-09,15276.72,0.26451189955898113
15252.36,15535.2,15237.17,15529.12,2023-11-10,15386.19,0.2735731455361754
15469.21,15524.66,15404.71,15482.79,2023-11-13,15464.68,0.28007005972956145
15744.36,15850.34,15726.12,15812.47,2023-11-14,15788.23,0.3068515170778867
15881.72,15904.63,15765.31,15817.18,2023-11-15,15834.97,0.3107203636748909
15765.2,15842.63,15738.22,15833.17,2023-11-16,15790.42,0.30703279166170017
15803.98,15876.87,15766.94,15837.99,2023-11-17,15821.9,0.30963851033678985
15845.2,16056.76,15844.83,16027.06,2023-11-20,15950.8,0.32030805090918707
15951.55,15968.09,15866.82,15933.62,2023-11-21,15917.46,0.3175483729985298
16025.74,16119.31,15964.04,16001.39,2023-11-22,16041.68,0.3278305322685313
15974.85,16007.43,15940.62,15943.35,2023-11-24,15974.03,0.3222308858781305
15969.72,16045.3,15932.19,15961.98,2023-11-27,15988.74,0.3234484882196352
15940.29,15970.83,15927.48,15929.14,2023-11-28,15949.16,0.3201723019057835
16111.36,16161.82,16110.65,16158.3,2023-11-29,16136.24,0.33565762114770803
15987.66,16013.48,15825.67,15947.87,2023-11-30,15919.58,0.3177238534175638
15892.59,16013.75,15834.93,15997.58,2023-12-01,15924.34,0.3181178566225647
15837.12,15852.45,15695.58,15839.67,2023-12-04,15774.02,0.3056753016276636
15763.65,15931.84,15760.59,15877.71,2023-12-05,15846.22,0.311651568728727
15990.2,15990.94,15913.73,15918.5,2023-12-06,15952.34,0.3204355225343345
15888.23,16042.51,15875.48,16022.49,2023-12-07,15959.0,0.32098679592620544
15952.85,16100.86,15937.58,16084.69,2023-12-08,16019.22,0.32597143311216165
16069.62,16232.26,16061.87,16221.73,2023-12-11,16147.06,0.3365532334750419
16209.61,16354.25,16175.46,16354.25,2023-12-12,16264.86,0.3463039850609877
16392.18,16581.04,16357.21,16562.37,2023-12-13,16469.12,0.36321135788734804
16603.54,16660.71,16419.26,16537.83,2023-12-14,16539.98,0.36907670811977683
16587.0,16669.77,16557.01,16623.45,2023-12-15,16613.39,0.37515313149774177
16631.11,16764.32,16629.29,16729.8,2023-12-18,16696.8,0.3820572927013388
16734.25,16813.01,16733.38,16811.85,2023-12-19,16773.2,0.38838120968916784
16763.64,16860.68,16552.06,16554.16,2023-12-20,16706.37,0.38284943780046865
16719.61,16768.02,16621.52,16757.41,2023-12-21,16694.77,0.3818892619227356
16799.02,16839.25,16703.57,16777.4,2023-12-22,16771.41,0.38823304461837965
16816.78,16907.51,16813.57,16878.46,2023-12-26,16860.54,0.3956106718582383
16896.14,16922.01,16859.55,16906.8,2023-12-27,16890.78,0.3981137510429495
16963.52,16969.17,16891.32,16898.47,2023-12-28,16930.24,0.4013800045028938
16902.44,16919.51,16757.89,16825.93,2023-12-29,16838.7,0.39380289244705785
16667.3,16686.6,16453.15,16543.94,2024-01-02,16569.88,0.37155164421841685
16413.26,16471.08,16352.14,16368.49,2024-01-03,16411.61,0.35845103765213815
16290.78,16419.44,16276.43,16282.01,2024-01-04,16347.94,0.35318083091633884
16281.74,16415.39,16249.19,16305.98,2024-01-05,16332.29,0.35188542121922467
16354.22,16655.23,16349.39,16649.87,2024-01-08,16502.31,0.365958619730621
16531.96,16710.88,16513.73,16678.7,2024-01-09,16612.3,0.3750629080747479
16702.55,16827.37,16654.74,16793.05,2024-01-10,16741.06,0.38572086031758646
16852.19,16898.16,16618.86,16820.9,2024-01-11,16758.51,0.38716526282331415
16855.0,16900.37,16776.92,16832.92,2024-01-12,16838.64,0.39379792602010394
16775.1,16895.33,16726.59,16830.71,2024-01-16,16810.96,0.3915067477187544
16705.51,16749.11,16561.49,16736.28,2024-01-17,16655.3,0.37862218072496573
16894.33,16996.98,16818.13,16982.29,2024-01-18,16907.56,0.39950269511436026
17060.14,17317.21,17041.85,17314.0,2024-01-19,17179.53,0.42201468075807524
17403.62,17450.3,17309.87,17330.38,2024-01-22,17380.08,0.43861496285112644
17346.95,17410.86,17286.02,17404.21,2024-01-23,17348.44,0.43599600037082636
17562.32,17665.26,17481.97,17499.3,2024-01-24,17573.61,0.4546341729905836
17589.27,17631.34,17430.37,17516.99,2024-01-25,17530.86,0.45109559378600655
17432.87,17514.76,17395.54,17421.01,2024-01-26,17455.15,0.4448287907081463
17438.03,17603.95,17414.62,17596.27,2024-01-29,17509.28,0.4493093355582924
17556.49,17578.46,17443.77,17476.71,2024-01-30,17511.11,0.4494608115803832
17269.98,17375.32,17128.74,17137.24,2024-01-31,17252.03,0.42801577999390766
17216.99,17356.76,17175.83,17344.71,2024-02-01,17266.29,0.42919613413325913
17415.94,17682.29,17378.37,17642.73,2024-02-02,17530.33,0.45105172368124813
17634.69,17655.77,17469.62,17613.04,2024-02-05,17562.7,0.45373111102281904
17664.44,17680.62,17475.43,17572.73,2024-02-06,17578.03,0.4550000331095128
17674.59,17784.17,17637.73,17755.07,2024-02-07,17710.95,0.46600232428781435
17757.6,17814.12,17728.55,17783.17,2024-02-08,17771.34,0.4710010330168063
17820.98,17987.9,17798.81,17962.41,2024-02-09,17893.36,0.48110108996516876
17942.28,18041.45,17859.66,17882.66,2024-02-12,17950.56,0.4858357503277842
17519.8,17717.67,17478.23,17600.42,2024-02-13,17597.95,0.45664888685817207
17728.9,17815.18,17619.92,17807.63,2024-02-14,17717.55,0.4665486312527314
17815.32,17864.58,17722.31,17845.72,2024-02-15,17793.44,0.47283033361145305
17853.59,17864.16,17663.4,17685.98,2024-02-16,17763.78,0.47037526322062834
17591.17,17657.08,17399.41,17546.1,2024-02-20,17528.25,0.45087955421351655
17412.79,17482.13,17319.44,17478.91,2024-02-21,17400.78,0.44032838015018455
17857.76,18034.8,17808.26,18004.7,2024-02-22,17921.53,0.4834328274199741
18052.59,18091.62,17902.78,17937.61,2024-02-23,17997.2,0.4896963195465321
17970.21,18014.11,17926.66,17933.33,2024-02-26,17970.39,0.4874771544360124
17962.58,17987.54,17871.06,17971.05,2024-02-27,17929.3,0.48407597971049027
17895.03,17931.01,17840.36,17874.5,2024-02-28,17885.68,0.4804653873150833
17991.67,18068.52,17866.26,18043.85,2024-02-29,17967.39,0.48722883308832277
18069.29,18333.26,18064.44,18302.91,2024-03-01,18198.85,0.5063876528004024
18290.1,18313.43,18218.25,18226.48,2024-03-04,18265.84,0.5119326684943117
18088.71,18097.5,17804.5,17897.87,2024-03-05,17951.0,0.48587217079211187
18083.51,18142.88,17941.64,18017.57,2024-03-06,18042.26,0.4934261061888299
18161.73,18337.95,18101.43,18297.99,2024-03-07,18219.69,0.5081126584290196
18312.78,18416.73,17995.38,18018.45,2024-03-08,18206.06,0.5069844517726834
17959.68,18003.05,17873.33,17951.69,2024-03-11,17938.19,0.4848118386374771
18063.02,18228.37,17919.33,18219.11,2024-03-12,18073.85,0.49604092998000165
18151.76,18163.74,18030.4,18068.47,2024-03-13,18097.07,0.4979629372111194
18114.69,18142.9,17913.63,18014.81,2024-03-14,18028.26,0.49226727323294506
17926.92,17930.47,17764.99,17808.25,2024-03-15,17847.73,0.4773241222668096
18024.24,18124.32,17973.09,17985.01,2024-03-18,18048.71,0.4939599970863627
17902.52,18039.82,17809.15,18032.2,2024-03-19,17924.48,0.48367701007853564
18067.7,18249.12,18003.24,18240.11,2024-03-20,18126.18,0.5003724820215344
18438.24,18464.7,18317.1,18320.38,2024-03-21,18390.9,0.5222843577416664
18293.15,18386.25,18267.49,18339.44,2024-03-22,18326.87,0.5169843524441441
18215.54,18337.35,18189.28,18277.06,2024-03-25,18263.31,0.5117232508244269
18329.29,18378.7,18207.88,18210.54,2024-03-26,18293.29,0.5142048088256718
18338.19,18344.09,18168.2,18280.84,2024-03-27,18256.14,0.5111297628034486
18263.41,18308.32,18231.38,18254.69,2024-03-28,18269.85,0.51226459136239
18280.82,18391.58,18211.28,18293.2,2024-04-01,18301.43,0.5148785874157362
18076.43,18135.57,18002.27,18121.78,2024-04-02,18068.92,0.495632855231965
18054.44,18238.67,18045.42,18160.19,2024-04-03,18142.04,0.5016852742129868
18331.02,18362.29,17875.75,17878.78,2024-04-04,18119.02,0.4997798217383818
17940.28,18202.96,17912.86,18108.46,2024-04-05,18057.91,0.49472151588594426
18130.44,18178.66,18050.69,18100.19,2024-04-08,18114.68,0.4994205835220575
18188.87,18210.02,17973.07,18169.9,2024-04-09,18091.54,0.49750519819354494
17957.96,18040.83,17932.42,18011.65,2024-04-10,17986.62,0.4888205729270132
18085.11,18337.15,17998.25,18307.98,2024-04-11,18167.7,0.5038092494735587
18117.67,18166.49,17952.09,18003.49,2024-04-12,18059.29,0.49483574370588157
18143.25,18152.08,17676.35,17706.83,2024-04-15,17914.22,0.48282775106943726
17691.45,17817.73,17660.89,17713.66,2024-04-16,17739.31,0.4683497887613069
17785.82,17788.54,17459.57,17493.62,2024-04-17,17624.06,0.4588101103208974
17514.77,17590.81,17376.49,17394.31,2024-04-18,17483.65,0.44718784351119767
17334.71,17362.28,16973.94,17037.65,2024-04-19,17168.11,0.42106940416120353
17161.11,17305.15,17010.25,17210.89,2024-04-22,17157.7,0.4202077290847206
17297.24,17513.31,17277.25,17471.47,2024-04-23,17395.28,0.43987312434608694
17613.66,17653.66,17435.33,17526.8,2024-04-24,17544.5,0.4522246281801686
17205.28,17474.46,17172.42,17430.5,2024-04-25,17323.44,0.43392665580674616
17566.22,17772.78,17533.08,17718.3,2024-04-26,17652.93,0.4611997894234971
17801.14,17820.0,17671.03,17782.72,2024-04-29,17745.52,0.46886381395102433
17720.35,17768.87,17440.69,17440.69,2024-04-30,17604.78,0.4572142317930786
17382.78,17667.86,17284.37,17318.55,2024-05-01,17476.11,0.446563729190671
17474.92,17575.8,17290.64,17541.54,2024-05-02,17433.22,0.44301356165653516
17848.66,17926.98,17784.78,17890.8,2024-05-03,17855.88,0.47799872859469983
17950.98,18094.46,17937.28,18093.57,2024-05-06,18015.87,0.49124170606698697
18106.33,18156.32,18061.61,18091.45,2024-05-07,18108.96,0.49894711748579584
17987.7,18135.34,17987.7,18085.01,2024-05-08,18061.52,0.4950203292409975
18095.8,18138.02,18012.62,18113.46,2024-05-09,18075.32,0.49616260744036966
18171.15,18247.61,18099.73,18161.18,2024-05-10,18173.67,0.5043034089554609
18228.4,18233.5,18147.57,18198.61,2024-05-13,18190.54,0.5056998026673023
18187.51,18339.58,18175.3,18322.77,2024-05-14,18257.44,0.5112373687207806
18412.81,18607.53,18359.32,18596.65,2024-05-15,18483.42,0.529942588104414
18589.98,18669.5,18553.3,18557.96,2024-05-16,18611.4,0.5405359767968533
18571.82,18590.37,18462.25,18546.23,2024-05-17,18526.31,0.53349275563855
18559.22,18703.83,18549.84,18674.19,2024-05-20,18626.84,0.5418140039996291
18603.99,18721.18,18589.91,18713.8,2024-05-21,18655.54,0.5441896115591932
18733.54,18756.69,18606.16,18705.2,2024-05-22,18681.42,0.5463317970519287
18907.14,18907.54,18554.89,18623.39,2024-05-23,18731.22,0.5504539314235766
18669.36,18851.99,18664.79,18808.35,2024-05-24,18758.39,0.5527028950958188
18855.15,18875.2,18755.94,18869.44,2024-05-28,18815.57,0.557435899982783
18708.07,18814.82,18706.62,18736.75,2024-05-29,18760.72,0.5528957580091912
18683.25,18705.26,18487.76,18538.66,2024-05-30,18596.51,0.5393034751744868
18550.8,18574.56,18189.78,18536.65,2024-05-31,18382.17,0.5215617426198893
18666.72,18707.22,18392.57,18600.97,2024-06-03,18549.9,0.5354453891692161
18598.0,18697.95,18521.85,18654.84,2024-06-04,18609.9,0.5404118161230085
18791.28,19035.87,18768.25,19035.05,2024-06-05,18902.06,0.5645950044366748
19053.01,19071.79,18978.86,19021.19,2024-06-06,19025.32,0.5747977008754154
18992.58,19113.88,18958.68,19000.95,2024-06-07,19036.28,0.575704901532308
18945.31,19089.83,18940.71,19074.67,2024-06-10,19015.27,0.5739658243606552
19031.4,19212.63,18966.56,19210.18,2024-06-11,19089.6,0.5801183996185781
19358.26,19556.9,19347.28,19465.18,2024-06-12,19452.09,0.6101230680599149
19609.05,19639.45,19473.71,19576.92,2024-06-13,19556.58,0.6187721005999444
19557.22,19664.59,19534.62,19659.8,2024-06-14,19599.6,0.6223330287258133
19681.86,19977.84,19623.71,19902.75,2024-06-17,19800.78,0.6389854583018791
19904.43,19940.5,19837.86,19908.86,2024-06-18,19889.18,0.6463026606804666
19962.97,19979.93,19685.03,19752.3,2024-06-20,19832.48,0.6416093872091327
19722.37,19801.97,19643.52,19700.43,2024-06-21,19722.75,0.6325266200484723
19648.23,19723.2,19472.53,19474.62,2024-06-24,19597.86,0.6221890023441534
19555.84,19712.42,19523.51,19701.13,2024-06-25,19617.96,0.6238527553736738
19671.07,19763.55,19654.18,19751.05,2024-06-26,19708.86,0.6313768922086693
19740.52,19850.81,19701.34,19789.03,2024-06-27,19776.08,0.6369409458725681
19817.0,20017.71,19665.85,19682.87,2024-06-28,19841.78,0.6423791833869705
